english,portugues
musa,musa
pram,carrinho de bebê
do-do,faça-faça
crippling,aleijante
bungee,elástico
celibacy,celibato
anthropologist,antropólogo
hummer,Hummer
breen,bem
barbra,barbra
blissful,feliz
innate,inato
patents,patentes
jerrod,Jerrod
comical,cômico
physiological,fisiológico
varies,varia
jimenez,Jiménez
hanley,Hanley
budding,brotando
carburetor,carburador
traffickers,traficantes
billiard,de bilhar
longs,anseia
guantanamo,Guantánamo
bingham,Bingham
soju,soju
alessandro,Alexandre
watergate,Watergate
protestants,protestantes
dima,Dima
adhere,aderir
decently,decentemente
epileptic,epiléptico
rockwell,rockwell
ocd,TOC
yuji,Yuji
aftershave,loção pós-barba
malta,Malta
animosity,antipatia
glows,brilha
aided,ajudou
greats,grandes
altman,altman
sentries,sentinelas
nobu,nobu
slush,lama
predatory,predatório
navigational,de navegação
pairing,emparelhamento
fdr,FDR
quart,quarto
wgbh,wgbh
chamomile,camomila
bureaucrat,burocrata
porters,porteiros
embroidery,bordado
westen,oeste
wrestled,lutou
aragon,Aragão
amour,amor
how-,como-
rammed,bateu
dupont,dupont
wikipedia,Wikipédia
mothership,nave-mãe
auctioneer,leiloeiro
cheeses,queijos
sickbay,área médica
yielded,cedeu
paz,paz
mitts,luvas
inflamed,inflamado
gulping,engolindo em seco
sforza,Sforza
whitechapel,capela branca
triggering,desencadeando
mucus,muco
danni,Dani
signe,assinar
artiste,artista
bookshop,livraria
impotence,impotência
doberman,doberman
giuliano,Giuliano
responsive,responsivo
psychedelic,psicodélico
i.e.,ou seja
saracen,sarraceno
gifford,Gifford
anterior,anterior
apricot,damasco
venomous,venenoso
kondo,kondo
spar,mastro
massey,Massey
no-brainer,acéfalo
orin,orin
stinging,ardor
uther,outro
caws,grasnidos
poppa,papai
scandinavian,escandinavo
ailing,doente
triads,tríades
detailing,detalhamento
braids,tranças
cruisers,cruzadores
darkened,escurecido
zoning,zoneamento
bracket,suporte
voucher,comprovante
wrought,forjado
changer,trocador
chipmunk,Esquilo
airstrip,pista de pouso
amore,amor
tinder,inflamável
dreamers,sonhadores
transference,transferência
buenas,boas
perps,criminosos
optics,óptica
bff,melhor amiga
molasses,melaço
ville,cidade
mastery,domínio
gospels,evangelhos
clément,clemente
priced,preço
header,cabeçalho
quigley,Quigley
towing,rebocar
cranial,craniano
summoning,convocação
attachments,anexos
opus,obra
nonexistent,inexistente
meaner,mais cruel
poncho,poncho
agitation,agitação
indiscretion,indiscrição
escalator,escada rolante
heathens,pagãos
weirdness,estranheza
stomachache,dor de estômago
stony,pedregoso
rector,reitor
ransacked,saqueado
bartlet,barlete
shortcomings,deficiências
femoral,femoral
polaroid,polaroide
holla,Olá
mikado,Mikado
infatuation,paixão
tasked,encarregado
plentiful,abundante
assurances,garantias
faculties,faculdades
incorrigible,incorrigível
day-,dia-
whiplash,chicotada
t-bone,osso
stroking,acariciando
thyroid,tireoide
scaffold,andaime
epa,epa
lleó,lleó
yagyu,Yagyu
tripod,tripé
mullet,salmonete
squeamish,melindroso
brahms,Brahms
pedals,pedais
babcock,babaca
tosser,arremessador
hops,lúpulo
dictation,ditado
quivering,tremendo
rationally,racionalmente
it--it,isso Isso
conservatives,conservadores
ph.d.,doutorado.
after,depois
coon,guaxinim
bagging,ensacamento
plummer,encanador
juanito,Juanito
husky,rouco
precedes,precede
assigning,atribuindo
leary,leary
validate,validar
apprehension,apreensão
computing,Informática
melodies,melodias
soulless,Desumano
amorous,amoroso
head-to-head,cabeça a cabeça
screwy,maluco
lessen,diminuir
confines,confins
cynicism,cinismo
ditches,valas
innings,entradas
seedy,decadente
broadcasts,transmissões
crawls,rasteja
shortcuts,atalhos
antiquity,antiguidade
banal,banal
constables,policiais
hornblower,soprador de buzina
brian,Brian
ofhere,daqui
jayne,jayne
confesses,confessa
nosey,curioso
matti,Matti
rockford,rockford
by,por
strategically,estrategicamente
absorbs,absorve
please-,por favor-
forthwith,imediatamente
nae,não
piggyback,nas costas
malachi,malaquias
cite,citar
parachutes,pára-quedas
brunt,impacto
shalini,Shalini
gooey,pegajoso
slacking,afrouxando
screened,rastreados
lint,fiapos
cross-eyed,vesgo
symbolism,simbolismo
impatience,impaciência
enlightening,esclarecedor
migrants,migrantes
ludo,ludo
anchors,âncoras
secondhand,usado
syllable,sílaba
wrongdoing,transgressão
primate,primata
congratulation,parabéns
pax,pax
adhesive,adesivo
todo,pendência
spasm,espasmo
indigo,índigo
chewy,mastigável
nom,nome
daze,atordoar
muffler,silencioso
pertaining,pertencente
tegan,Tegan
splatter,Espirrar
squirm,contorcer-se
foon,foon
flaky,escamoso
syllables,sílabas
warmest,mais quente
moldy,mofado
clemenza,clemenza
koto,koto
caracas,caracas
embraces,abraça
muad,muad
inward,para dentro
zapped,eletrocutado
sandbox,caixa de areia
behead,decapitar
reinstate,restabelecer
legislative,legislativo
veg,vegetais
carpool,carona
jeju,Jeju
defer,adiar
secretariat,secretariado
ailment,doença
parading,desfilando
assures,garante
simulator,simulador
edict,edital
farkle,farkle
fuehrer,Fuhrer
impetuous,impetuoso
dollhouse,casa de boneca
corrine,corrina
goatee,cavanhaque
eugenia,eugênia
bulky,volumoso
hemlock,cicuta
scoops,colheres
quint,quinto
unscathed,incólume
sono,então não
xiii,xiii
owt,ai
leveled,nivelado
vipers,víboras
boyz,rapaz
deadlines,prazos
nozzle,bocal
cleave,partir
wessex,Wessex
discourse,discurso
expanse,extensão
typhus,tifo
betel,betel
expectancy,expectativa
truckload,caminhão carregado
unsettled,inquieto
twas,era
noo,não
contradictory,contraditório
bridgette,Bridgette
schoolwork,trabalho escolar
competed,competiu
barring,barrando
spanner,chave inglesa
dropout,cair fora
ina,em um
couscous,cuscuz
sherri,Sherri
enchantment,encantamento
headstone,lápide
icky,nojento
drago,Drago
ronda,rodada
barmaid,garçonete
commendation,elogio
delores,Delores
please,por favor
badminton,badminton
lander,módulo de pouso
guevara,Guevara
idealistic,idealista
disowned,renegado
conquests,conquistas
going-away,indo embora
vaughan,vaughan
perversion,perversão
scallop,Vieira
glider,planador
hydrant,Hidrante
adorn,adornar
consist,consiste
twas,era
inquisitor,inquisidor
prius,Prius
merging,fundindo
knowwhat,sabe o que
blue-eyed,de olhos azuis
landmarks,pontos de referência
outback,sertão
baseline,linha de base
likeable,simpático
katharine,Katharine
gant,Gant
dawning,amanhecer
zhaan,zhaan
whatyou,o que você
rancid,rançoso
amour,amor
aron,Aaron
brahma,Brahma
stockbroker,corretor da bolsa
enoch,Enoch
vhs,vhs
unconsciously,inconscientemente
crises,crises
payload,carga útil
picnics,piqueniques
loathsome,repugnante
goulash,Goulash
littered,cheio de lixo
saying-,ditado-
short-lived,de curta duração
hourglass,ampulheta
carte,carta
haruko,haruko
patrik,Patrik
blur4,desfoque4
mobilized,mobilizado
solitaire,solitário
barbados,Barbados
resorts,resorts
drivel,baboseira
combs,pentes
squint,estrabismo
honky,buzina
apparel,vestuário
lia,Lia
ged,ged
old-time,dos velhos tempos
jaclyn,jaclyn
amputation,amputação
jockeys,jóqueis
sandstorm,tempestade de areia
cloaked,camuflado
setsuko,setsuko
regimen,regime
vickie,Vickie
constituency,círculo eleitoral
stigma,estigma
pooper,cocô
toasting,brindar
purification,purificação
despises,despreza
extracting,extraindo
xiu,Xiu
strenuous,extenuante
squishy,mole
orgies,orgias
curiously,curiosamente
biologically,biologicamente
fresher,mais fresco
arya,Aria
perpetrated,perpetrado
computerized,informatizado
moronic,imbecil
toupee,peruca
plunger,desentupidor
,nulo
blueberries,amoras
ve-,v-
frisco,frisco
guerrero,guerreiro
proletariat,proletariado
you`ve,você tem
molest,molestar
tootsie,tootsie
hisself,ele mesmo
methodical,metódico
everything-,tudo-
elroy,Elroy
chechnya,chechênia
mathews,Matheus
petersen,Petersen
mortis,mortis
pringle,Pringle
ranchers,fazendeiros
amazons,amazonas
ric,rico
frontiers,fronteiras
nascar,Nascar
smirk,sorriso pretensioso
routed,roteado
blockage,bloqueio
analysed,analisado
good-byes,adeus
pleasurable,agradável
quotation,cotação
embalming,embalsamamento
bunkers,bunkers
doings,ações
unfounded,infundado
torrance,Torrance
if-if,se se
winking,piscando
christened,batizado
father-son,pai Filho
virile,viril
role-playing,interpretação de papéis
hankmed,Hankmed
motivational,motivacional
patching,remendando
never-,nunca-
mork,idiota
nominations,nomeações
raider,Corsário
jangling,estridente
upto,até
cecily,cecília
phineas,Phineas
macabre,macabro
hurled,arremessado
pino,pino
obtaining,obtendo
expressive,expressivo
migrate,migrar
mortars,morteiros
adjutant,ajudante
rioting,tumultos
embroidered,bordado
whitmore,Whitmore
endgame,fim do jogo
brimstone,enxofre
phonograph,fonógrafo
gautam,Gautama
credited,creditado
fouled,sujo
narcissist,narcisista
alaric,Alaric
lawns,gramados
regulated,regulamentado
prowler,ladrão
ljust,Eu apenas
impersonate,personificar
impromptu,improvisado
alterations,alterações
printers,impressoras
coating,Revestimento
succubus,súcubo
seatbelts,cintos
maxime,máximo
château,castelo
mirza,Mirza
t-rex,t-rex
frm,de
soliciting,solicitando
daniella,Daniella
conga,Conga
mizuno,Mizuno
kiera,Kiera
decked,enfeitado
virgo,Virgem
lidocaine,lidocaína
fatality,fatalidade
pinning,fixação
cobalt,cobalto
rudely,rudemente
ducats,ducados
scorpius,escorpião
devouring,devorando
alaskan,Alasca
erwin,erwin
leia,leia
rousing,excitante
pulpit,púlpito
craftsmen,artesãos
harv,Harv
linens,roupa de cama
ladybug,joaninha
pooping,fazendo cocô
aimlessly,sem rumo
40-year-old,40 anos
ijust,eu acabei de
re-you,re-você
minion,lacaio
dissection,dissecação
falter,vacilar
louisville,Louisville
opie,opie
uploading,Enviando
fast-paced,ritmo acelerado
sideline,linha lateral
waltzing,valsando
rackets,raquetes
broots,raízes
hush-hush,sussurro
delko,Delko
wheezes,chiado
vetted,examinado
vegeta,vegetais
insistence,insistência
feline,felino
westinghouse,casa oeste
alla,tudo
bacchus,Baco
aussie,australiano
bhavani,bhavani
morning,manhã
kaput,kaput
excavated,escavado
gripping,emocionante
overturn,reviravolta
embodiment,personificação
twila,Twila
jamison,jamison
catwalk,passarela
darkroom,sala escura
our,nosso
spaceman,astronauta
baroque,barroco
lahore,Lahore
headin,de cabeca
larrabee,Larrabee
booby-trapped,armadilhado
kes,kes
saltwater,água salgada
cesspool,fossa
futon,futon
castrated,castrado
entirety,totalidade
leisurely,vagaroso
pickings,colheitas
mis,erro
congressmen,congressistas
round,redondo
signaling,sinalização
incubator,incubadora
hey-,ei-
capricorn,Capricórnio
footwork,trabalho de pés
promiscuous,promíscuo
alyosha,aliocha
pave,pavimentar
nutcracker,quebra-nozes
hogging,monopolizando
caption,rubrica
tackling,combatendo
8-year-old,8 anos
soufflé,suflê
perchance,por acaso
first-degree,primeiro grau
hangers,cabides
unification,unificação
familiarity,familiaridade
hakim,hakim
boudoir,boudoir
pfeiffer,pfeiffer
caligula,calígula
unplugged,desconectado
publications,publicações
pedicure,pedicure
gul,gul
yui,Yui
immaterial,imaterial
loom,tear
turnips,nabos
chlamydia,clamídia
crème,creme
fifties,anos cinquenta
webs,teias
cavities,cavidades
yeah,sim
holliday,feriado
ascended,ascendeu
shrouded,envolto
wop,uau
childs,infantil
bodie,corpo
mays,maio
sniffed,cheirou
suzette,Suzete
skateboarding,skate
cinematic,cinematográfico
ephraim,efraim
ry,ry
slumming,favela
well-dressed,bem vestida
cocked,armado
megazord,megazorde
repellent,repelente
choosy,exigente
narcotic,narcótico
kelley,Kelly
beaks,bicos
sleek,lustroso
judi,Judi
classification,classificação
esquire,escudeiro
nitrous,nitroso
mew,miau
unsuitable,inadequado
injun,índio
heroics,heroísmo
rie,rie
evaporate,evaporar
eloping,fugindo
dunkirk,Dunquerque
bleeps,bipa
mookie,mocinho
recognizable,reconhecível
from-,de-
home-made,caseiro
fusco,fusco
crowding,aglomeração
fizz,efervescer
ofthat,por essa
supple,flexível
winery,vinícola
pane,painel
mph,km/h
reena,Reena
flocks,rebanhos
gunnery,armamento
devotee,devoto
ails,aflições
dahl,dahl
wordy,prolixo
gesundheit,gesundheit
villager,aldeão
judea,Judéia
hayashi,Hayashi
awry,errado
ontario,Ontário
spooks,fantasmas
detach,separar
lorenz,lorenz
preceded,precedido
his,dele
drab,monótono
fastball,bola rápida
sown,semeado
impractical,impraticável
reputations,reputações
gleason,Gleason
subatomic,subatômico
exonerated,exonerado
bettie,Betty
gutierrez,Gutierrez
self-sufficient,autossuficiente
samar,Samar
fabrizio,Fabricio
yada,blá
disillusioned,desiludido
befriended,fez amizade
martyrdom,martírio
craves,anseia
irritation,irritação
amputated,amputado
kevlar,kevlar
tome,para mim
uruguay,Uruguai
educating,educar
slugger,lançador no beisebol
pontiac,Pontiac
runner-up,vice-campeão
ely,Eli
gargoyle,gárgula
cyclist,ciclista
incarnate,encarnar
besieged,sitiado
wicket,postigo
cutthroat,cruel
millimeters,milímetros
sor,ai
chica,garota
kala,kala
doa,sim
fleed,fugiu
tae-kyung,tae-kyung
akane,Akane
forthis,por esta
ohm,ohm
emp,funcionário
ludlow,ludlow
impounded,apreendido
rappers,rappers
realist,realista
stiffs,rígidos
envisioned,imaginado
acrobat,acrobata
bubs,amigos
misinformed,mal informado
rpg,RPG
calloway,calloway
doctored,adulterado
pioneering,pioneiro
hoard,Tesouro escondido
brewed,fabricado
squandered,desperdiçado
noa,não
masao,masao
chucking,jogando
precipice,precipício
caliph,califa
misuse,uso indevido
oj,oh
relays,relés
prozac,prozac
claudine,claudina
vandals,vândalos
collectively,coletivamente
munchies,larica
lasso,laço
hey-hey,ei ei
take-out,retirar
referral,referência
koh,koh
unwittingly,involuntariamente
turn-on,ligar
mouthwash,enxaguatório bucal
picker,selecionador
bombarded,bombardeado
stillness,quietude
raged,enfurecido
heung,Heung
pitchfork,forcado
glutton,glutão
arnaud,Arnaud
madsen,louco
molotov,molotov
eonni,eonni
attest,atestar
sluice,eclusa
unresponsive,sem resposta
inhumane,desumano
teleportation,teletransporte
geographical,geográfico
gaff,arpão
siam,Sião
node,nó
felice,Felicidade
flyin,voar em
hemorrhoids,hemorróidas
thruster,propulsor
phipps,phipps
montalbano,montalbano
workshops,oficinas
30-year-old,30 anos
undergone,sofreu
solvent,solvente
hatcher,nascedouro
thatyou,que você
dishonesty,desonestidade
ichiro,Ichiro
corday,corday
bluetooth,Bluetooth
exports,exportações
belittle,menosprezar
chromosome,cromossoma
inoue,inoue
gardeners,jardineiros
classify,classificar
aztecs,astecas
batista,Batista
sieve,peneira
thang,coisa
oedipus,Édipo
yuuki,Yuuki
stone-cold,pedra fria
rockers,roqueiros
candlestick,castiçal
mundo,mundo
squadrons,esquadrões
valjean,valjean
tamsin,Tamsin
combines,combina
newsroom,redação
chemically,quimicamente
pulsating,pulsante
goodie,guloseima
guerilla,guerrilha
romana,romana
sprinkled,polvilhado
noggin,noggin
checkin,check-in
grouchy,rabugento
m.d.,médico
thrives,prospera
maimed,mutilado
kareem,Kareem
evaluations,avaliações
flourishing,florescente
idiocy,idiotice
quince,marmelo
bois,menino
belch,arroto
unguarded,desprotegido
impoverished,empobrecido
segments,segmentos
corals,corais
abductions,sequestros
mounds,montes
drumroll,rufar de tambores
fluttershy,agitado
ensured,garantido
equinox,equinócio
murthy,murcho
aeroplanes,aviões
satire,sátira
splendidly,esplendidamente
lauderdale,Lauderdale
busier,mais ocupado
estonia,Estônia
definitively,definitivamente
psychopathic,psicopata
foryour,Para o seu
giraffes,girafas
unpleasantness,desagrado
undesirable,indesejável
afforded,concedido
nyet,ainda
pissy,irritado
seven-year-old,sete anos de idade
pollack,juliana
merritt,mérito
documenting,documentando
bullpen,cercado
hell-bent,decidido
rockies,montanhas rochosas
rallying,reunindo
amaya,amaya
etta,eta
mitzi,Mitzi
marcellus,Marcelo
morelli,Morelli
shou,você deveria
contenders,contendores
unsaid,não dito
poltergeist,poltergeist
laure,Laura
silvery,prateado
tardy,atrasado
tinted,matizado
stringing,amarrando
zou,você
dishonorable,desonroso
roundup,arredondar para cima
ciccio,Ciccio
arno,Arno
adonis,Adônis
holger,holger
maj.,major.
workaholic,viciado em trabalho
up-to-date,atualizado
tailored,sob medida
here,aqui
enriched,enriquecido
legitimacy,legitimidade
indulged,indulgente
reconvene,reunir-se novamente
deteriorated,deteriorado
unconfirmed,não confirmado
rewriting,reescrevendo
flavia,Flávia
jizz,porra
tron,Trono
we--we,nós Nós
petri,Petri
boo-hoo,boo-hoo
bootleg,pirata
coordinators,coordenadores
expressly,expressamente
broken-down,quebrado
transcend,transcender
infestation,infestação
rearranged,reorganizado
frak,fraque
stamping,estampagem
templars,templários
eyeliner,delineador
reared,criado
hey,ei
unraveling,desenrolar
noor,não
hobart,Hobart
marsden,Marsden
shangri-la,Shangri-lá
is.,é.
applicant,candidato
duckling,patinho
souffle,suflê
gorbachev,Gorbachev
rougher,mais áspero
dissent,dissidência
dressmaker,costureira
minbari,minbari
dorset,Dorset
securely,com segurança
mails,e-mails
fattening,engorda
bleeder,sangrador
incendiary,incendiário
groggy,grogue
santino,santontino
collaborating,colaborando
half-breed,mestiço
duvet,edredon
siesta,siesta
beanie,gorro
narrow-minded,sem imaginação
corsica,Córsega
magog,magog
akin,aparentado
motionless,imóvel
andrey,Andrei
near-death,quase morte
deviation,desvio
matilde,Matilde
bonita,bonita
supervisors,supervisores
self-absorbed,egocêntrico
mohamed,Mohamed
caprice,capricho
parnell,Parnell
gerson,Gerson
nas,nas
detonators,detonadores
serrano,serrano
lovesick,Doente de amor
droplets,gotas
delano,delano
fema,mulher
stabilizing,estabilizando
hydraulics,hidráulica
slacker,preguiçoso
respirator,respirador
feasting,festejando
aluminium,alumínio
toughen,endurecer
gilded,dourado
clemente,clemente
naoko,naoko
cheerios,cheerios
better-looking,mais bonito
zeynep,Zeynep
lumbar,lombar
influenza,gripe
redmond,Redmond
mahatma,Mahatma
colossus,colosso
hacienda,fazenda
heifer,novilha
tch,tchau
cirque,circo
cabbages,repolhos
aline,Aline
genitalia,genitália
dialling,discagem
payout,pagamento
cur,cur
aloft,no alto
2dads,2 pais
staggered,escalonado
filial,filial
pamper,mimar
androids,andróides
oot,fora
fundamentals,fundamentos
exec,executivo
cybermen,cibermen
duggan,Duggan
soledad,Soledad
prologue,prólogo
reactive,reativo
deviate,desviar
bide,esperar
speakerphone,viva voz
jittery,ansioso
percussion,percussão
dominates,domina
installations,instalações
informers,informantes
multiplying,multiplicando
solos,sozinhos
pizzeria,pizzaria
thebes,tebas
castrate,castração
lupo,lupo
bachchan,bachchan
watchtower,torre de vigia
planetarium,planetário
back-to-back,de volta para trás
advertisements,anúncios
nexus,nexo
tusks,presas
spewing,vomitando
aviator,aviador
blubbering,chorando
wanking,masturbação
mommies,mamães
tobey,tobey
fritters,bolinhos fritos
thurston,Thurston
nuthouse,manicômio
kristian,Cristiane
flanks,flancos
blogger,blogueiro
left-wing,ASA esquerda
calvert,Calvert
lurk,espreitar
decreasing,diminuindo
aguilera,aguilera
leno,Leno
jackman,Jackman
bluntly,sem rodeios
barbecued,churrasco
digit,dígito
tarrant,taranto
forgeries,falsificações
affirm,afirmar
backgammon,gamão
saboteur,sabotador
chieftain,chefe
takedown,Derrubar
lacroix,lacroix
romulans,romulanos
dicey,arriscado
metaphysical,metafísico
gamer,jogador
softened,suavizado
sinan,pecado
sanada,sanada
downwards,para baixo
camino,caminho
scribe,escriba
asunder,separar
specialised,especializado
caressed,acariciado
clavicle,clavícula
philby,Filby
foliage,folhagem
first-hand,em primeira mão
massaging,massageando
emcee,mestre de cerimônias
spelt,soletrado
coulter,relha
argus,argus
electronically,eletronicamente
usb,USB
headband,arco de cabelo
zander,zander
nosing,farejando
wassup,e aí
siva,Shiva
punitive,punitivo
boggs,pântanos
blooded,sangrento
painkiller,analgésico
sharpest,mais nítido
prunes,ameixas
was,era
playhouse,casa de jogos
peat,turfa
ig,eu
barista,barista
cochise,cochise
buckshot,chumbo grosso
lilo,Lilo
doped,dopado
arggh,argh
blubber,gordura
bhola,bhola
padlock,cadeado
redwood,sequóia
ghb,ghb
grieves,lamenta
solicitors,advogados
deplorable,deplorável
triangulate,triangular
age-old,antigo
tannoy,bronzeado
pathogen,patógeno
foreclosure,execução hipotecária
origami,origami
parenthood,paternidade
revenues,receitas
pune,pune
sharpening,afiar
grueling,cansativo
mother-,mãe-
archduke,arquiduque
roving,itinerante
mathematicians,matemáticos
amazement,espanto
yamaguchi,Yamaguchi
testifies,testemunha
heron,garça
tomcat,gato
bloodhound,cão de caça
outlined,delineado
shoelace,cadarço
totaled,totalizou
jinxed,amaldiçoado
enrich,enriquecer
rewinding,retrocedendo
payphone,telefone público
wallop,pancada
wallowing,chafurdando
th,º
hand-to-hand,mão a mão
manchu,manchu
jackhammer,britadeira
hunnicutt,Hunicutt
p.e.,educaçao Fisica.
crumpled,amassado
teahouse,casa de chá
rationing,racionamento
durst,dura
nyah,nyah
breakthroughs,avanços
czechs,tchecos
reina,rainha
gabriela,Gabriela
bahia,Bahia
bunting,bandeirola
shale,xisto
larynx,laringe
eskimos,esquimós
beretta,bereta
decedent,falecido
impala,impala
sliver,lasca
forklift,empilhadeira
non-existent,inexistente
mp3,mp3
hd,hd
ahsoka,Ahsoka
sappy,Viçoso
telecast,transmissão
monseigneur,monsenhor
catholicism,catolicismo
intertwined,entrelaçado
improvisation,improvisação
ravenous,voraz
capitals,capitais
cipri,cipri
leni,leni
ofher,dela
shorted,em curto
whelan,whelan
mythological,mitológico
nadu,nadu
sungkyunkwan,Sungkyunkwan
advocates,defensores
pigment,pigmento
petitions,petições
dupe,enganar
outspoken,franco
haired,de cabelo
yamazaki,yamazaki
ninety-nine,noventa e nove
livers,fígados
afresh,de novo
even,até
regiments,regimentos
stimuli,estímulos
profess,professar
benevolence,benevolência
re-election,reeleição
panicky,em pânico
stumpy,atarracado
impregnated,impregnado
knockin,batendo
comme,venha
usefulness,utilidade
crabby,rabugento
reconsidered,reconsiderado
erectus,erecto
constraints,restrições
earplugs,tampões de ouvido
childlike,infantil
cas,caso
lifelike,realista
denver-carrington,Denver-Carrington
mosca,mosca
unselfish,altruísta
alexi,Alexis
artefacts,artefatos
hud,hud
hare,lebre
williamsburg,Williamsburg
disband,dissolver
like,como
cancers,cânceres
cybertron,cibertron
fraught,preocupante
a.a.,a.a.
skedaddle,sair rapidamente
lustful,lascivo
shopper,comprador
dae-woong,dae-woong
barkeep,barman
nikos,Nikos
clapped,bateu palmas
unbecoming,impróprio
discern,discernir
charlton,charlton
lenox,lenox
brigades,brigadas
verna,Verna
servitude,servidão
shadowing,sombreamento
clawed,garras
courted,cortejado
pedophiles,pedófilos
has-been,foi
masterful,magistral
ortho,orto
hajji,hajji
immerse,imergir
freebie,brinde
limiting,limitante
costco,costco
get-go,vamos embora
deafening,ensurdecedor
exeter,exeter
bozos,palhaços
uhuh,uhuh
fantastically,fantasticamente
ukulele,cavaquinho
abalone,abalone
defected,Defeito
sowing,semeadura
sheri,sheri
cray,maluco
emulate,"emular, imitar"
gaye,gay
ranging,variando
risa,risa
seltzer,água com gás
rehabilitated,reabilitado
nagar,nagar
wimpy,fracote
00:00,00:00
cutbacks,cortes
absent-minded,distraído
andersson,Anderson
fornication,fornicação
cornbread,pão de milho
aish,aish
doer,fazedor
42nd,42º
tou,você
resuscitate,ressuscitar
wavy,ondulado
muppets,bonecos
aides,assessores
conquers,conquista
tolerable,tolerável
hornets,vespas
exorcise,exorcizar
southbound,sentido sul
smooch,beijo
drunkards,bêbados
chumps,idiotas
5-year-old,5 anos
juilliard,Julliard
madan,madan
allo,todos
can,pode
wolff,lobo
totes,bolsas
lymphoma,linfoma
elated,exaltado
missin,saudades
engraving,gravação
isi,isi
translators,tradutores
resync,ressincronizar
byzantine,bizantino
predicts,prevê
tutti,tudo
thoroughbred,puro-sangue
fairs,feiras
symbiote,simbionte
complacent,complacente
undetectable,indetectável
throwin,jogando
bargains,pechinchas
infancy,infância
folders,pastas
nui,nui
holi,holi
tomoko,Tomoko
fittings,acessórios
authorisation,autorização
forts,fortes
smithereens,pedacinhos
nie,não
coventry,Coventry
sucky,horrível
biking,andar de bicicleta
hines,hines
freudian,freudiano
honduras,Honduras
jos,José
eugh,ei
unhinged,desequilibrado
pancreatic,pancreático
baal,Baal
cease-fire,cessar-fogo
lombardo,lombardo
shirtless,sem camisa
laughin,rindo
whistled,assobiou
navigating,navegação
viet,Vietnã
half-wit,idiota
alastair,Alastair
albie,Albie
checkered,xadrez
abject,abjeto
scabs,crostas
dumbledore,Dumbledore
selfies,selfies
bleached,branqueado
unintentionally,sem querer
clump,moita
poon,poção
in-depth,em profundidade
stockade,paliçada
lucrecia,Lucrécia
barret,barrete
convulsions,convulsões
sunbathing,banhos de sol
undercooked,mal cozido
khaki,cáqui
hur,hur
embolism,embolia
regimental,regimental
salma,salma
holbrook,holbrook
pollute,poluir
complicit,cúmplice
thirdly,em terceiro lugar
horowitz,Horowitz
god-awful,horrível
overstepped,ultrapassou
firework,fogo de artifício
snipe,narceja
retriever,recuperador
cleanly,de forma limpa
vizier,vizir
10-x,10x
jinn,gênios
prenatal,pré-natal
waver,vacilar
pianos,pianos
lilah,lilá
r.j.,r.j.
ulises,Ulises
chupacabra,Chupacabra
woodpecker,pica-pau
commented,comentou
cufflinks,abotoaduras
amenities,Facilidades
cosima,cosima
mckinney,McKinney
thérèse,Teresa
decoded,decodificado
turbines,turbinas
debatable,discutível
unopened,Fechado
hydrated,hidratado
garb,traje
versace,versace
triton,tritão
echoed,ecoou
tendon,tendão
mourned,lamentado
skanky,vadio
vassal,vassalo
socializing,socializar
shilla,silla
scranton,Cranton
provost,reitor
ent,ent
girard,girar
deedee,escritura
good,bom
quahog,quahog
nomadic,nômade
ottawa,Ottawa
lainey,Lainey
candor,candura
reputed,renomado
billionaires,bilionários
loveless,sem amor
rummage,remexer
abscess,abscesso
scoured,vasculhado
grisha,Grisha
gawking,boquiaberto
lures,iscas
endeavors,esforços
flees,foge
rebuttal,refutação
americano,americano
doze,cochilar
ah-choo,ah-choo
mountaintop,topo da montanha
skaters,patinadores
chaka,chaka
arroyo,arroio
tryout,experimentar
emigrated,emigrou
whopper,mentira
malaya,Malásia
hardin,Hardin
tabby,malhado
sweated,suado
parkway,estrada
clennam,Clennam
ricochet,ricochete
autopsies,autópsias
responders,respondedores
coates,casacos
rescheduled,remarcado
blud,blu
lifespan,vida útil
beto,Beto
wriggle,contorcer-se
circumference,circunferência
pacify,Acalmar
symbolize,simbolizar
unbutton,desabotoar
chimera,quimera
breech,culatra
mullins,mullins
paralyze,paralisar
isolating,isolando
abiding,permanência
weakens,enfraquece
lithuanian,lituano
gaffer,gaffer
clarified,esclarecido
convened,convocado
smiths,ferreiros
ensures,Garantir
notches,entalhes
baez,baez
pythagoras,Pitágoras
hadar,hadar
scythe,foice
long-time,muito tempo
witsec,witsec
northbound,sentido norte
discontinued,interrompido
argumentative,argumentativo
mauser,mauser
randi,randi
wedgie,cuecão
bullhorn,megafone
arn,arn
nelle,Nela
cranston,Cranston
imp,criança levada
hsiao,hsiao
kltt,kltt
kendal,Kendall
coolant,refrigerante
kipper,arenque defumado
overlord,soberano
layton,Layton
sparking,faísca
camouflaged,camuflado
aberration,aberração
vexed,irritado
slink,esgueirar-se
christos,Cristo
u-boats,submarinos
distantly,distante
flavored,aromatizado
roan,ruão
aries,Áries
canaan,Canaã
calgary,Calgary
pocketbook,carteira
technicolor,tecnicolor
pinging,ping
four-year-old,quatro anos de idade
gators,jacarés
masaki,masaki
saxena,Saxena
okay-,OK-
nicking,roubando
wonderin,imaginando
newspaperman,jornalista
couches,sofás
two-timing,dois tempos
kms,km
murugan,Murugan
clichés,clichês
intents,intenções
ehm,eh
aga,novamente
qur,qur
sentimentality,sentimentalismo
lilli,Lilly
